zip_code,land_use,count,date,permit_type
77004,Single Family Residential (Shared Driveways),1,4/26/2018,Residential
77007,Single Family Residential (Public Street),1,4/26/2018,Residential
77038,General Plan,1,4/26/2018,Other
77357,Unrestricted,1,4/26/2018,Unrestricted
77022,Unrestricted,1,4/26/2018,Unrestricted
77030,Unrestricted,1,4/26/2018,Unrestricted
77044,Unrestricted; Street Dedication,1,4/26/2018,Unrestricted
77027,Single Family Residential (Public Street),1,4/26/2018,Residential
77449,Drainage or Detention,1,4/26/2018,Other
77006,Single Family Residential (Shared Driveways),1,4/26/2018,Residential
77006,Single Family Residential (Public Street),1,4/26/2018,Residential
77449,Unrestricted,1,4/26/2018,Unrestricted
77365,Street Dedication,1,4/26/2018,Other
77365,Drainage or Detention; Landscape or Open Space,1,4/26/2018,Other
77365,Landscape or Open Space; Single Family Residential (Public Street),1,4/26/2018,Residential
77365,Single Family Residential (Public Street),1,4/26/2018,Residential
77020,Unrestricted,1,4/26/2018,Unrestricted
77025,Residential Guest Parking; Single Family Residential (Shared Driveways),1,4/12/2018,Residential
77080,Unrestricted,1,4/12/2018,Unrestricted
77038,Street Dedication,1,4/12/2018,Other
77386,Landscape or Open Space; Single Family Residential (Public Street),1,4/12/2018,Residential
77377,Single Family Residential (Shared Driveways),1,4/12/2018,Residential
77396,"Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street); Water Treatment, Production or Repressurization",1,4/12/2018,Residential
77003,Single Family Residential (Public Street),1,4/12/2018,Residential
77346,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street),1,4/12/2018,Residential
77346,Unrestricted; Landscape or Open Space,1,4/12/2018,Unrestricted
77346,Single Family Residential (Public Street),1,4/12/2018,Residential
77024,Landscape or Open Space; Single Family Residential (Public Street),1,4/12/2018,Residential
77044,Single Family Residential (Public Street),1,4/12/2018,Residential
77063,Single Family Residential (PAE 1/PAE 2),1,4/12/2018,Residential
77063,Residential Guest Parking; Street Dedication,1,4/12/2018,Residential
77433,Unrestricted; Street Dedication,1,4/12/2018,Unrestricted
77433,Single Family Residential (Public Street),1,4/12/2018,Residential
77433,Drainage or Detention; Landscape or Open Space; Lift Station; Single Family Residential (Public Street),1,4/12/2018,Residential
77433,Landscape or Open Space; Single Family Residential (PAE 1/PAE 2),1,4/12/2018,Residential
77433,Single Family Residential (Public Street),1,4/12/2018,Residential
77433,Landscape or Open Space; Single Family Residential (Public Street),1,4/12/2018,Residential
77433,Single Family Residential (Public Street),1,4/12/2018,Residential
77433,Landscape or Open Space; Single Family Residential (Public Street),1,4/12/2018,Residential
77433,Street Dedication,1,4/12/2018,Other
77091,Single Family Residential (Public Street),1,4/12/2018,Residential
77021,Landscape or Open Space; Single Family Residential (PAE 1/PAE 2),1,4/12/2018,Residential
77035,General Plan,1,4/12/2018,Other
77035,Unrestricted,1,4/12/2018,Unrestricted
77054,Landscape or Open Space; Recreation; Residential Guest Parking; Single Family Residential (Shared Driveways),1,4/12/2018,Residential
77009,Single Family Residential (Shared Driveways),1,4/12/2018,Residential
77064,Unrestricted Intended for Multifamily,1,4/12/2018,Unrestricted
77346,Single Family Residential (Public Street),1,4/12/2018,Residential
77029,"Church, School and Institutional",1,4/12/2018,Other
77036,Commercial,1,4/12/2018,Commercial
77429,General Plan,1,4/12/2018,Other
77044,Unrestricted,1,4/12/2018,Unrestricted
77084,Unrestricted,1,4/12/2018,Unrestricted
77007,Single Family Residential (Public Street),1,4/12/2018,Residential
77038,Unrestricted,1,4/12/2018,Unrestricted
77019,Single Family Residential (Public Street),1,4/12/2018,Residential
77018,Single Family Residential (Public Street),1,4/12/2018,Residential
77023,Residential Guest Parking; Single Family Residential (Shared Driveways),1,4/12/2018,Residential
77023,Residential Guest Parking; Single Family Residential (Shared Driveways),1,4/12/2018,Residential
77048,Single Family Residential (Public Street),1,4/12/2018,Residential
77092,Unrestricted,1,4/12/2018,Unrestricted
77004,Residential Guest Parking; Single Family Residential (Shared Driveways),1,4/12/2018,Residential
77429,Single Family Residential (Public Street),1,4/12/2018,Residential
77377,General Plan,1,4/12/2018,Other
77018,Single Family Residential (Public Street),1,4/12/2018,Residential
77389,Unrestricted,1,4/12/2018,Unrestricted
77075,Other,1,4/12/2018,Other
77009,Other,1,4/12/2018,Other
77013,Commercial,1,4/12/2018,Commercial
77034,Commercial,1,4/12/2018,Commercial
77044,Unrestricted,1,4/12/2018,Unrestricted
77346,Unrestricted,1,4/12/2018,Unrestricted
77044,"Church, School and Institutional",1,4/12/2018,Other
77346,Unrestricted,1,4/12/2018,Unrestricted
77043,Unrestricted,1,4/12/2018,Unrestricted
77069,General Plan,1,4/12/2018,Other
77069,Unrestricted,1,4/12/2018,Unrestricted
77377,Street Dedication,1,4/12/2018,Other
77018,"Church, School and Institutional",1,4/12/2018,Other
77484,Commercial; Single Family Residential (Public Street),1,4/12/2018,Residential
77007,Unrestricted,1,4/12/2018,Unrestricted
77020,Single Family Residential (Public Street),1,4/12/2018,Residential
77018,Commercial,1,4/12/2018,Commercial
77336,Single Family Residential (Public Street),1,4/12/2018,Residential
77494,Commercial,1,4/12/2018,Commercial
77091,Single Family Residential (Public Street),1,4/12/2018,Residential
77407,Single Family Residential (Public Street),1,4/12/2018,Residential
77493,Unrestricted,1,4/12/2018,Unrestricted
77449,General Plan,1,4/12/2018,Other
77449,Landscape or Open Space; Street Dedication,1,4/12/2018,Other
77449,Single Family Residential (Public Street),1,4/12/2018,Residential
77449,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street),1,4/12/2018,Residential
77449,Landscape or Open Space; Single Family Residential (Public Street),1,4/12/2018,Residential
77007,Single Family Residential (Shared Driveways),1,4/12/2018,Residential
77083,Unrestricted Intended for Multifamily,1,4/12/2018,Unrestricted
77083,Unrestricted Intended for Multifamily,1,4/12/2018,Unrestricted
77406,Commercial,1,4/12/2018,Commercial
77020,Single Family Residential (Public Street),1,4/12/2018,Residential
77020,Single Family Residential (Public Street),1,4/12/2018,Residential
77020,Single Family Residential (Public Street),1,4/12/2018,Residential
77035,Unrestricted; Single Family Residential (PAE 1/PAE 2),1,4/12/2018,Residential
77033,Single Family Residential (Shared Driveways),1,4/12/2018,Residential
77493,General Plan,1,4/12/2018,Other
77493,Drainage or Detention; Landscape or Open Space; Lift Station; Single Family Residential (Public Street),1,4/12/2018,Residential
77003,Unrestricted,1,4/12/2018,Unrestricted
77004,Single Family Residential (Public Street),1,4/12/2018,Residential
77433,Single Family Residential (Public Street),1,4/12/2018,Residential
77493,Single Family Residential (Public Street),1,4/12/2018,Residential
77004,Unrestricted,1,4/12/2018,Unrestricted
77532,Landscape or Open Space,1,4/12/2018,Other
77498,Single Family Residential (PAE 1/PAE 2),1,4/12/2018,Residential
77433,Unrestricted,1,4/12/2018,Unrestricted
77498,Commercial,1,4/12/2018,Commercial
77027,Unrestricted,1,4/12/2018,Unrestricted
77066,Unrestricted,1,4/12/2018,Unrestricted
77530,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,4/12/2018,Residential
77377,Landscape or Open Space,1,4/12/2018,Other
77049,Single Family Residential (Public Street),1,4/12/2018,Residential
77047,Unrestricted,1,4/12/2018,Unrestricted
77009,Single Family Residential (Shared Driveways),1,4/12/2018,Residential
77051,Unrestricted,1,4/12/2018,Unrestricted
77009,Single Family Residential (Shared Driveways),1,4/12/2018,Residential
77016,Unrestricted,1,4/12/2018,Unrestricted
77038,Unrestricted,1,4/12/2018,Unrestricted
77014,"Church, School and Institutional",1,4/12/2018,Other
77020,Unrestricted,1,4/12/2018,Unrestricted
77019,Single Family Residential (Public Street),1,4/12/2018,Residential
77357,Single Family Residential (Public Street),1,4/12/2018,Residential
77073,Unrestricted,1,4/12/2018,Unrestricted
77493,Unrestricted,1,4/12/2018,Unrestricted
77066,Unrestricted,1,4/12/2018,Unrestricted
77493,Compensating Open Space; Drainage or Detention; Single Family Residential (Public Street),1,4/12/2018,Residential
77357,Unrestricted,1,4/12/2018,Unrestricted
77007,Unrestricted,1,4/12/2018,Unrestricted
77016,General Plan,1,4/12/2018,Other
77030,Unrestricted,1,4/12/2018,Unrestricted
77044,Unrestricted; Street Dedication,1,4/12/2018,Unrestricted
77027,Single Family Residential (Public Street),1,4/12/2018,Residential
77041,Landscape or Open Space; Single Family Residential (PAE 1/PAE 2); Other,1,4/12/2018,Residential
77073,Unrestricted,1,4/12/2018,Unrestricted
77449,Street Dedication,1,4/12/2018,Other
77055,Residential Guest Parking; Single Family Residential (Shared Driveways),1,4/12/2018,Residential
77090,Unrestricted,1,9/28/2017,Unrestricted
77004,Unrestricted,1,9/28/2017,Unrestricted
77346,Unrestricted,1,9/28/2017,Unrestricted
77346,General Plan,1,9/28/2017,Other
77346,Single Family Residential (Public Street),1,9/28/2017,Residential
77346,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street),1,9/28/2017,Residential
77346,Landscape or Open Space,1,9/28/2017,Other
77346,Landscape or Open Space; Single Family Residential (Public Street),1,9/28/2017,Residential
77346,Single Family Residential (PAE 1/PAE 2),1,9/28/2017,Residential
77386,Single Family Residential (Public Street),1,9/28/2017,Residential
77084,Unrestricted,1,9/28/2017,Unrestricted
77433,General Plan,1,9/28/2017,Other
77433,Single Family Residential (Public Street),1,9/28/2017,Residential
77433,Single Family Residential (Public Street),1,9/28/2017,Residential
77433,Landscape or Open Space; Single Family Residential (Public Street),1,9/28/2017,Residential
77433,Landscape or Open Space; Single Family Residential (Public Street),1,9/28/2017,Residential
77433,Drainage or Detention; Landscape or Open Space; Lift Station; Single Family Residential (Public Street),1,9/28/2017,Residential
77433,Landscape or Open Space; Single Family Residential (Public Street),1,9/28/2017,Residential
77433,Single Family Residential (Public Street),1,9/28/2017,Residential
77433,Street Dedication,1,9/28/2017,Other
77044,Single Family Residential (PAE 1/PAE 2),1,9/28/2017,Residential
77090,Unrestricted,1,9/28/2017,Unrestricted
77449,"Church, School and Institutional",1,9/28/2017,Other
77489,Single Family Residential (Public Street),1,9/28/2017,Residential
77098,Unrestricted,1,9/28/2017,Unrestricted
77336,Single Family Residential (Public Street),1,9/28/2017,Residential
77008,Residential Guest Parking; Single Family Residential (Shared Driveways),1,9/28/2017,Residential
77055,Single Family Residential (Public Street),1,9/28/2017,Residential
77055,Compensating Open Space; Single Family Residential (Public Street),1,9/28/2017,Residential
77407,Unrestricted,1,9/28/2017,Unrestricted
77006,Single Family Residential (Shared Driveways),1,9/28/2017,Residential
77019,Single Family Residential (Public Street),1,9/28/2017,Residential
77009,Single Family Residential (Shared Driveways),1,9/28/2017,Residential
77011,Single Family Residential (Public Street),1,9/28/2017,Residential
77059,Single Family Residential (Public Street),1,9/28/2017,Residential
77449,Street Dedication,1,9/28/2017,Other
77047,Single Family Residential (PAE 1/PAE 2),1,9/28/2017,Residential
77063,Commercial,1,9/28/2017,Commercial
77018,Commercial,1,9/28/2017,Commercial
77007,Single Family Residential (Public Street),1,9/28/2017,Residential
77045,Unrestricted,1,9/28/2017,Unrestricted
77016,Unrestricted,1,9/28/2017,Unrestricted
77003,Single Family Residential (Shared Driveways),1,9/28/2017,Residential
77003,Single Family Residential (Shared Driveways),1,9/28/2017,Residential
77007,Commercial,1,9/28/2017,Commercial
77020,Single Family Residential (Shared Driveways),1,9/28/2017,Residential
77073,General Plan,1,9/28/2017,Other
77073,Unrestricted,1,9/28/2017,Unrestricted
77375,"Water Treatment, Production or Repressurization",1,9/28/2017,Other
77449,"Water Treatment, Production or Repressurization",1,9/28/2017,Other
77406,Single Family Residential (Public Street),1,9/28/2017,Residential
77044,Single Family Residential (Public Street),1,9/28/2017,Residential
77373,Single Family Residential (Public Street),1,9/28/2017,Residential
77084,Single Family Residential (Public Street),1,9/28/2017,Residential
77087,Unrestricted,1,9/28/2017,Unrestricted
77026,Commercial,1,9/28/2017,Commercial
77075,Single Family Residential (Public Street),1,9/28/2017,Residential
77336,Commercial,1,9/28/2017,Commercial
77044,Unrestricted,1,9/28/2017,Unrestricted
77484,Single Family Residential (PAE 1/PAE 2),1,9/28/2017,Residential
77011,Single Family Residential (Shared Driveways),1,9/28/2017,Residential
77091,Landscape or Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,9/28/2017,Residential
77055,Single Family Residential (PAE 1/PAE 2),1,9/28/2017,Residential
77022,Single Family Residential (Shared Driveways),1,9/28/2017,Residential
77092,Unrestricted,1,9/28/2017,Unrestricted
77339,Single Family Residential (Public Street),1,9/28/2017,Residential
77339,Single Family Residential (Public Street),1,9/28/2017,Residential
77003,Unrestricted,1,9/28/2017,Unrestricted
77084,Unrestricted,1,9/28/2017,Unrestricted
77024,Single Family Residential (Public Street),1,9/28/2017,Residential
77433,General Plan,1,9/28/2017,Other
77449,Single Family Residential (Public Street),1,9/28/2017,Residential
77449,Single Family Residential (Public Street),1,9/28/2017,Residential
77055,Single Family Residential (Public Street),1,9/28/2017,Residential
77070,Single Family Residential (Public Street),1,9/28/2017,Residential
77433,Landscape or Open Space; Single Family Residential (Public Street),1,9/28/2017,Residential
77498,Compensating Open Space; Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,9/28/2017,Residential
77080,Single Family Residential (PAE 1/PAE 2),1,9/28/2017,Residential
77532,Single Family Residential (Public Street),1,9/28/2017,Residential
77373,Unrestricted,1,9/28/2017,Unrestricted
77003,Single Family Residential (Shared Driveways),1,9/28/2017,Residential
77003,Single Family Residential (Shared Driveways),1,9/28/2017,Residential
77003,Single Family Residential (Shared Driveways),1,9/28/2017,Residential
77003,Single Family Residential (Shared Driveways),1,9/28/2017,Residential
77080,Single Family Residential (PAE 1/PAE 2),1,9/28/2017,Residential
77379,Unrestricted,1,9/28/2017,Unrestricted
77048,Unrestricted,1,9/28/2017,Unrestricted
77530,Single Family Residential (Public Street),1,9/28/2017,Residential
77049,Single Family Residential (Public Street),1,9/28/2017,Residential
77049,Single Family Residential (Public Street),1,9/28/2017,Residential
77003,Single Family Residential (Shared Driveways),1,9/28/2017,Residential
77003,Single Family Residential (Shared Driveways),1,9/28/2017,Residential
77429,Commercial,1,9/28/2017,Commercial
77069,General Plan,1,9/28/2017,Other
77068,Single Family Residential (PAE 1/PAE 2),1,9/28/2017,Residential
77377,Landscape or Open Space; Single Family Residential (Public Street),1,9/28/2017,Residential
77377,Single Family Residential (Public Street),1,9/28/2017,Residential
77365,Single Family Residential (Public Street),1,9/28/2017,Residential
77045,Unrestricted,1,9/28/2017,Unrestricted
77089,Unrestricted,1,9/28/2017,Unrestricted
77007,Single Family Residential (Public Street),1,9/28/2017,Residential
77055,Single Family Residential (Shared Driveways),1,9/28/2017,Residential
77020,Compensating Open Space; Landscape or Open Space; Single Family Residential (PAE 1/PAE 2),1,9/28/2017,Residential
77055,Single Family Residential (PAE 1/PAE 2),1,9/28/2017,Residential
77007,Commercial,1,9/28/2017,Commercial
77007,Commercial,1,9/28/2017,Commercial
77386,Commercial,1,9/28/2017,Commercial
77386,Commercial,1,9/28/2017,Commercial
77357,Single Family Residential (PAE 1/PAE 2),1,9/28/2017,Residential
77357,Single Family Residential (PAE 1/PAE 2),1,9/28/2017,Residential
77377,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street); Single Family Residential (PAE 1/PAE 2),1,9/28/2017,Residential
77014,General Plan,1,9/28/2017,Other
77014,Commercial,1,9/28/2017,Commercial
77003,Single Family Residential (Public Street),1,9/28/2017,Residential
77003,Single Family Residential (Public Street),1,9/28/2017,Residential
77493,Single Family Residential (Public Street),1,9/28/2017,Residential
77389,Unrestricted,1,9/28/2017,Unrestricted
77035,Landscape or Open Space; Single Family Residential (PAE 1/PAE 2); Other,1,9/28/2017,Residential
77396,Unrestricted,1,9/28/2017,Unrestricted
77365,General Plan,1,9/28/2017,Other
77020,Single Family Residential (Public Street),1,9/28/2017,Residential
77077,Landscape or Open Space; Residential Guest Parking; Single Family Residential (Shared Driveways),1,9/28/2017,Residential
77016,General Plan,1,9/28/2017,Other
77098,Single Family Residential (Public Street),1,9/28/2017,Residential
77449,General Plan,1,9/28/2017,Other
77380,Unrestricted,1,9/28/2017,Unrestricted
77007,Unrestricted,1,9/28/2017,Unrestricted
77039,Unrestricted,1,9/14/2017,Unrestricted
77008,Single Family Residential (Public Street),1,9/14/2017,Residential
77080,Unrestricted,1,9/14/2017,Unrestricted
77006,Unrestricted,1,9/14/2017,Unrestricted
77396,Single Family Residential (Public Street),1,9/14/2017,Residential
77396,Single Family Residential (Public Street),1,9/14/2017,Residential
77396,Street Dedication,1,9/14/2017,Other
77386,Single Family Residential (Public Street),1,9/14/2017,Residential
77007,Single Family Residential (Public Street),1,9/14/2017,Residential
77085,Unrestricted,1,9/14/2017,Unrestricted
77084,Unrestricted,1,9/14/2017,Unrestricted
77031,Commercial,1,9/14/2017,Commercial
77007,Single Family Residential (Public Street),1,9/14/2017,Residential
77057,Unrestricted,1,9/14/2017,Unrestricted
77433,Landscape or Open Space; Single Family Residential (Public Street),1,9/14/2017,Residential
77346,General Plan,1,9/14/2017,Other
77346,Landscape or Open Space; Single Family Residential (Public Street); Single Family Residential (PAE 1/PAE 2),1,9/14/2017,Residential
77365,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,9/14/2017,Residential
77090,Unrestricted,1,9/14/2017,Unrestricted
77082,Unrestricted,1,9/14/2017,Unrestricted
77007,Single Family Residential (PAE 1/PAE 2); Single Family Residential (Shared Driveways),1,9/14/2017,Residential
77055,Single Family Residential (Public Street),1,9/14/2017,Residential
77407,Unrestricted,1,9/14/2017,Unrestricted
77076,Residential Guest Parking; Single Family Residential (Shared Driveways),1,9/14/2017,Residential
77047,Single Family Residential (PAE 1/PAE 2),1,9/14/2017,Residential
77006,Unrestricted,1,9/14/2017,Unrestricted
77041,Unrestricted,1,9/14/2017,Unrestricted
77016,Unrestricted,1,9/14/2017,Unrestricted
77098,Unrestricted,1,9/14/2017,Unrestricted
77396,Unrestricted,1,9/14/2017,Unrestricted
77396,Unrestricted,1,9/14/2017,Unrestricted
77009,Single Family Residential (Public Street),1,9/14/2017,Residential
77073,Unrestricted,1,9/14/2017,Unrestricted
77060,Unrestricted,1,9/14/2017,Unrestricted
77375,"Water Treatment, Production or Repressurization",1,9/14/2017,Other
77388,Unrestricted,1,9/14/2017,Unrestricted
77016,Commercial,1,9/14/2017,Commercial
77373,Single Family Residential (Public Street),1,9/14/2017,Residential
77084,Unrestricted Intended for Multifamily,1,9/14/2017,Unrestricted
77087,Unrestricted,1,9/14/2017,Unrestricted
77054,Unrestricted,1,9/14/2017,Unrestricted
77484,Single Family Residential (PAE 1/PAE 2),1,9/14/2017,Residential
77073,Unrestricted,1,9/14/2017,Unrestricted
77091,Single Family Residential (PAE 1/PAE 2),1,9/14/2017,Residential
77055,Residential Guest Parking; Single Family Residential (PAE 1/PAE 2),1,9/14/2017,Residential
77449,Single Family Residential (Public Street),1,9/14/2017,Residential
77449,Single Family Residential (Public Street),1,9/14/2017,Residential
77493,Single Family Residential (Public Street),1,9/14/2017,Residential
77083,Single Family Residential (PAE 1/PAE 2),1,9/14/2017,Residential
77406,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,9/14/2017,Residential
77022,Single Family Residential (Public Street),1,9/14/2017,Residential
77484,"Church, School and Institutional",1,9/14/2017,Other
77020,Single Family Residential (Public Street),1,9/14/2017,Residential
77035,Commercial,1,9/14/2017,Commercial
77055,Single Family Residential (Public Street),1,9/14/2017,Residential
77055,Single Family Residential (Public Street),1,9/14/2017,Residential
77433,Single Family Residential (Public Street),1,9/14/2017,Residential
77018,Single Family Residential (Public Street),1,9/14/2017,Residential
77027,Single Family Residential (Public Street),1,9/14/2017,Residential
77373,Unrestricted,1,9/14/2017,Unrestricted
77018,Single Family Residential (Shared Driveways),1,9/14/2017,Residential
77336,Unrestricted; Single Family Residential (Public Street); Single Family Residential (PAE 1/PAE 2),1,9/14/2017,Residential
77004,Single Family Residential (Shared Driveways),1,9/14/2017,Residential
77377,Single Family Residential (Public Street),1,9/14/2017,Residential
77377,Single Family Residential (Public Street),1,9/14/2017,Residential
77373,Unrestricted,1,9/14/2017,Unrestricted
77061,General Plan,1,9/14/2017,Other
77061,Commercial,1,9/14/2017,Commercial
77055,Single Family Residential (Shared Driveways); Other,1,9/14/2017,Residential
77044,General Plan,1,9/14/2017,Other
77429,Commercial,1,9/14/2017,Commercial
77598,Unrestricted,1,9/14/2017,Unrestricted
77019,Single Family Residential (Public Street),1,9/14/2017,Residential
77008,Landscape or Open Space; Residential Guest Parking,1,9/14/2017,Residential
77003,Single Family Residential (Public Street),1,9/14/2017,Residential
77047,"Church, School and Institutional",1,9/14/2017,Other
77015,Commercial,1,9/14/2017,Commercial
77365,Unrestricted,1,9/14/2017,Unrestricted
77388,Commercial,1,9/14/2017,Commercial
77020,Single Family Residential (Public Street),1,9/14/2017,Residential
77009,Unrestricted,1,9/14/2017,Unrestricted
77449,Single Family Residential (Public Street),1,9/14/2017,Residential
77038,Single Family Residential (Public Street),1,9/14/2017,Residential
77429,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,9/14/2017,Residential
77447,Single Family Residential (Public Street),1,9/14/2017,Residential
77057,Single Family Residential (Shared Driveways),1,9/14/2017,Residential
77381,"Church, School and Institutional; Drainage or Detention",1,9/14/2017,Other
77065,Commercial,1,9/14/2017,Commercial
77038,Commercial,1,10/26/2017,Commercial
77386,Landscape or Open Space; Single Family Residential (Public Street),1,10/26/2017,Residential
77379,Single Family Residential (PAE 1/PAE 2),1,10/26/2017,Residential
77063,Commercial,1,10/26/2017,Commercial
77047,Unrestricted,1,10/26/2017,Unrestricted
77494,Single Family Residential (Public Street),1,10/26/2017,Residential
77494,Landscape or Open Space; Single Family Residential (Public Street),1,10/26/2017,Residential
77396,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street),1,10/26/2017,Residential
77396,Landscape or Open Space; Single Family Residential (Public Street),1,10/26/2017,Residential
77396,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street),1,10/26/2017,Residential
77447,Single Family Residential (Public Street),1,10/26/2017,Residential
77447,Landscape or Open Space; Street Dedication,1,10/26/2017,Other
77447,Landscape or Open Space; Street Dedication,1,10/26/2017,Other
77003,Street Dedication,1,10/26/2017,Other
77493,Street Dedication,1,10/26/2017,Other
77407,Street Dedication,1,10/26/2017,Other
77043,Single Family Residential (Shared Driveways),1,10/26/2017,Residential
77022,"Church, School and Institutional",1,10/26/2017,Other
77386,Unrestricted,1,10/26/2017,Unrestricted
77433,Single Family Residential (PAE 1/PAE 2),1,10/26/2017,Residential
77051,Unrestricted Intended for Multifamily,1,10/26/2017,Unrestricted
77023,Unrestricted,1,10/26/2017,Unrestricted
77088,Single Family Residential (Public Street),1,10/26/2017,Residential
77003,Single Family Residential (Shared Driveways),1,10/26/2017,Residential
77489,Landscape or Open Space; Single Family Residential (PAE 1/PAE 2),1,10/26/2017,Residential
77336,Single Family Residential (Public Street),1,10/26/2017,Residential
77091,Single Family Residential (PAE 1/PAE 2),1,10/26/2017,Residential
77022,Single Family Residential (Public Street),1,10/26/2017,Residential
77055,Compensating Open Space; Single Family Residential (Public Street),1,10/26/2017,Residential
77532,Commercial,1,10/26/2017,Commercial
77007,Single Family Residential (Shared Driveways),1,10/26/2017,Residential
77055,Single Family Residential (PAE 1/PAE 2),1,10/26/2017,Residential
77084,Unrestricted Intended for Multifamily,1,10/26/2017,Unrestricted
77049,Compensating Open Space; Landscape or Open Space; Single Family Residential (Public Street),1,10/26/2017,Residential
77493,Single Family Residential (Public Street),1,10/26/2017,Residential
77493,Single Family Residential (Public Street),1,10/26/2017,Residential
77493,Single Family Residential (Public Street),1,10/26/2017,Residential
77045,Unrestricted,1,10/26/2017,Unrestricted
77388,Unrestricted,1,10/26/2017,Unrestricted
77009,Single Family Residential (Public Street),1,10/26/2017,Residential
77009,Single Family Residential (Public Street),1,10/26/2017,Residential
77016,Unrestricted,1,10/26/2017,Unrestricted
77018,Single Family Residential (Shared Driveways),1,10/26/2017,Residential
77075,Single Family Residential (Public Street),1,10/26/2017,Residential
77067,Commercial,1,10/26/2017,Commercial
77007,Single Family Residential (Public Street),1,10/26/2017,Residential
77008,Unrestricted,1,10/26/2017,Unrestricted
77008,Unrestricted,1,10/26/2017,Unrestricted
77007,Single Family Residential (Public Street); Single Family Residential (Shared Driveways),1,10/26/2017,Residential
77088,Single Family Residential (Public Street),1,10/26/2017,Residential
77357,Unrestricted,1,10/26/2017,Unrestricted
77396,Unrestricted,1,10/26/2017,Unrestricted
77375,"Water Treatment, Production or Repressurization",1,10/26/2017,Other
77008,Commercial,1,10/26/2017,Commercial
77044,Single Family Residential (Public Street),1,10/26/2017,Residential
77044,Single Family Residential (Public Street),1,10/26/2017,Residential
77019,Single Family Residential (Public Street),1,10/26/2017,Residential
77020,Single Family Residential (Public Street),1,10/26/2017,Residential
77093,Commercial,1,10/26/2017,Commercial
77008,Single Family Residential (Public Street),1,10/26/2017,Residential
77073,Unrestricted; Drainage or Detention; Single Family Residential (Public Street),1,10/26/2017,Residential
77022,Unrestricted,1,10/26/2017,Unrestricted
77011,Single Family Residential (Shared Driveways),1,10/26/2017,Residential
77375,Commercial,1,10/26/2017,Commercial
77493,Landscape or Open Space,1,10/26/2017,Other
77346,Landscape or Open Space; Single Family Residential (PAE 1/PAE 2),1,10/26/2017,Residential
77007,Unrestricted,1,10/26/2017,Unrestricted
77375,General Plan,1,10/26/2017,Other
77407,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street),1,10/26/2017,Residential
77407,Landscape or Open Space; Single Family Residential (Public Street),1,10/26/2017,Residential
77377,Single Family Residential (Public Street),1,10/26/2017,Residential
77073,Commercial,1,10/26/2017,Commercial
77088,Single Family Residential (Public Street),1,10/26/2017,Residential
77493,Single Family Residential (Public Street),1,10/26/2017,Residential
77008,Unrestricted,1,10/26/2017,Unrestricted
77007,Single Family Residential (Public Street),1,10/26/2017,Residential
77091,Single Family Residential (Shared Driveways),1,10/26/2017,Residential
77388,Commercial,1,10/26/2017,Commercial
77083,Unrestricted,1,10/26/2017,Unrestricted
77433,Landscape or Open Space; Recreation; Single Family Residential (Public Street),1,10/26/2017,Residential
77433,Landscape or Open Space; Single Family Residential (Public Street),1,10/26/2017,Residential
77048,Unrestricted,1,10/26/2017,Unrestricted
77429,Unrestricted,1,10/26/2017,Unrestricted
77014,Unrestricted,1,10/26/2017,Unrestricted
77017,Unrestricted,1,10/26/2017,Unrestricted
77493,Street Dedication,1,10/26/2017,Other
77048,Single Family Residential (Public Street),1,10/26/2017,Residential
77095,Unrestricted,1,10/26/2017,Unrestricted
77048,Unrestricted,1,10/26/2017,Unrestricted
77429,Commercial,1,10/26/2017,Commercial
77377,Commercial,1,10/26/2017,Commercial
77338,Unrestricted,1,10/26/2017,Unrestricted
77069,Single Family Residential (Public Street),1,10/26/2017,Residential
77365,Landscape or Open Space; Single Family Residential (Public Street),1,10/26/2017,Residential
77365,Single Family Residential (Public Street),1,10/26/2017,Residential
77498,Single Family Residential (PAE 1/PAE 2),1,10/26/2017,Residential
77008,Residential Guest Parking; Single Family Residential (Shared Driveways),1,10/26/2017,Residential
77008,Single Family Residential (Public Street),1,10/26/2017,Residential
77008,Single Family Residential (Shared Driveways),1,10/26/2017,Residential
77044,Landscape or Open Space; Single Family Residential (Public Street),1,10/26/2017,Residential
77494,Single Family Residential (PAE 1/PAE 2),1,10/26/2017,Residential
77007,Commercial,1,10/26/2017,Commercial
77377,Drainage or Detention; Landscape or Open Space; Single Family Residential (Public Street); Single Family Residential (PAE 1/PAE 2),1,10/26/2017,Residential
77429,Landscape or Open Space; Single Family Residential (Public Street),1,10/26/2017,Residential
77009,Single Family Residential (Public Street),1,10/26/2017,Residential
